,Rooms,Distance,Bedroom2,Bathroom,Car,BuildingArea,Lattitude,Longtitude,Age,Price
6623,4,20.6,4,2,2,177.0,-37.58905,144.93658,15,600000
6624,4,20.6,4,2,1,146.0,-37.58364,144.90804,7,475000
6625,3,20.6,3,2,2,143.0,-37.57869,144.91069,8,552000
6626,5,23.0,5,3,3,285.0,-37.79773,145.26956,6,1180000
6627,3,14.8,3,1,1,118.0,-37.772240000000004,144.77381,58,632000
6628,3,18.0,3,2,2,142.0,-37.71046,144.77043,18,607500
6629,4,21.8,4,3,2,315.0,-37.65972,145.159,6,990000
6630,3,16.1,3,2,1,107.0,-37.79937,145.18164,48,775000
6631,3,27.0,3,1,2,146.0,-38.03288,145.11678,38,950000
6632,3,19.6,3,2,2,114.0,-37.64206,145.03703000000002,39,646000
6633,3,19.6,3,1,2,113.0,-37.658429999999996,145.03091,28,625000
6634,4,13.1,4,3,2,203.0,-37.7166,144.97665,3,800000
6635,2,24.8,2,1,1,110.0,-37.87101,145.26641999999998,68,775000
6636,2,2.1,2,1,1,124.0,-37.79395,144.97698,18,1300000
6637,2,3.4,2,1,1,54.0,-37.783,144.93204,48,452500
6638,4,15.4,4,2,2,653.0,-37.84362,145.16976,48,1350000
6639,3,7.3,3,2,2,101.0,-37.84967,145.08388,78,1285000
6640,3,11.2,3,2,2,112.0,-37.700720000000004,144.91662,68,1051000
6641,3,16.1,3,1,2,137.0,-37.69443,145.11245,58,785000
6642,4,13.8,4,3,2,275.0,-37.937,145.01169,8,2000000
6643,4,13.8,4,2,4,199.0,-37.929829999999995,145.00167,38,2500000
6644,4,13.8,4,1,1,175.0,-37.94312,145.0244,68,1125000
6645,3,6.2,3,2,2,158.0,-37.83543,145.04606,89,3600000
6646,3,8.9,3,1,2,118.0,-37.74821,145.06933,63,985000
6647,4,16.0,4,3,2,302.0,-37.94964,145.02753,13,1911000
6648,3,12.3,3,2,4,0.0,-37.908229999999996,145.10851,58,1205000
6649,3,14.0,3,1,2,125.0,-37.73522,144.82044,43,572000
6650,4,11.7,3,1,2,113.0,-37.7482,144.86924,53,630000
6651,4,5.4,4,2,2,192.0,-37.80526,145.04294,98,2450000
6652,2,5.4,2,1,1,100.0,-37.81439,145.04237,48,955000
6653,2,5.4,2,1,0,88.0,-37.812020000000004,145.04217,98,1630000
6654,6,7.3,6,2,2,170.0,-37.79032,145.05408,56,1875000
6655,4,16.3,4,2,5,110.0,-37.66276,145.03073999999998,38,766000
6656,8,17.4,8,3,1,101.0,-37.65826,144.92538000000002,38,741000
6657,3,31.7,3,1,0,19.0,-37.68755,144.56887,42,283000
6658,4,31.7,4,1,3,147.0,-37.673629999999996,144.55888000000002,38,430000
6659,4,17.2,4,2,2,166.0,-37.80961,145.1847,53,890000
6660,3,6.2,3,1,2,129.0,-37.76996,144.93466,53,1162000
6661,3,14.2,3,1,1,138.0,-37.88061,145.12448999999998,63,1586000
6662,4,14.2,4,2,2,179.0,-37.86445,145.12538,48,1408000
6663,4,18.8,4,2,2,204.0,-37.93173,145.19475,38,1080000
6664,3,18.8,3,1,2,107.0,-37.93271,145.17792,46,840000
6665,3,10.1,3,1,1,200.0,-37.905840000000005,145.0725,73,1321188
6666,2,6.2,2,1,2,98.0,-37.84332,144.87718,38,1130000
6667,2,10.4,2,1,2,83.0,-37.7361,144.88306,68,800000
6668,4,5.3,4,2,1,162.0,-37.77171,144.99565,118,1550000
6669,4,5.3,4,2,2,188.0,-37.76898,144.9858,22,1350000
6670,3,12.3,3,1,1,120.0,-37.905840000000005,145.09495,78,760000
6671,4,15.5,4,2,2,196.0,-37.9212,145.09125,48,1450000
6672,4,11.4,4,2,2,178.0,-37.90433,145.05163000000002,78,1450000
6673,4,23.8,4,2,2,178.0,-37.714290000000005,144.72492,6,625500
6674,3,3.5,3,1,2,151.0,-37.83452,144.93586000000002,128,1725000
6675,3,4.6,3,2,2,147.0,-37.84969,145.00056999999998,20,1463000
6676,5,12.0,5,2,6,361.0,-37.70176,145.0118,14,1000000
6677,3,12.0,3,1,6,115.0,-37.72765,144.98953,98,1400000
6678,1,2.4,1,1,1,51.0,-37.82009,145.0038,6,400000
6679,3,20.6,3,2,2,134.0,-37.62191,144.92158,14,426000
6680,4,15.2,4,2,1,184.0,-37.94723,145.02268,8,1050000
6681,2,5.1,2,1,0,88.0,-37.80257,144.88811,118,680000
6682,4,20.5,4,2,2,187.0,-37.63534,145.09081,10,658500
6683,3,20.8,3,1,4,140.0,-37.944340000000004,145.16289,63,881000
6684,3,16.1,3,2,2,150.0,-37.68969,145.12366,33,897000
6685,4,5.0,4,2,1,265.0,-37.86569,144.97919,128,2680000
6686,3,31.7,3,2,1,167.0,-37.5877,144.73734,17,657500
6687,5,31.7,5,3,2,208.0,-37.59115,144.72581,18,675000
6688,4,31.7,4,2,2,192.0,-37.58457,144.70005,18,605000
6689,4,31.7,4,2,1,116.0,-37.572309999999995,144.70429,38,600000
6690,4,10.2,4,3,2,256.0,-37.82671,145.11068,4,1910000
6691,4,15.5,4,2,2,364.0,-37.68646,144.77247,20,751000
6692,4,15.5,4,2,2,170.0,-37.75436,145.11938999999998,38,910000
6693,4,17.2,4,2,3,166.0,-37.84454,145.18881000000002,45,1260000
6694,4,17.2,4,2,2,159.0,-37.84919,145.17436,38,1202000
6695,5,14.7,5,2,4,258.0,-37.863279999999996,145.21477,38,1180000
6696,3,14.7,3,2,1,115.0,-37.89423,144.64131,33,515000
6697,3,6.4,3,1,3,95.0,-37.79613,144.86741999999998,68,840000
6698,5,16.7,5,2,2,291.0,-37.900009999999995,145.18688,28,1660000
6699,3,6.3,3,1,1,128.0,-37.81279,144.87717,88,1360000
6700,3,6.3,3,2,2,125.0,-37.81111,144.88759,108,1455000
6701,3,3.0,3,2,1,135.0,-37.84398,144.95044,138,2340000
6702,3,9.4,3,1,4,131.0,-37.844840000000005,144.85017,58,791000
6703,4,6.3,4,2,1,191.0,-37.86325,145.02421999999999,108,4060000
6704,4,4.3,4,2,2,178.0,-37.77708,144.90913999999998,6,1151000
6705,4,10.2,4,2,1,200.0,-37.86058,145.08542,13,1650000
6706,3,10.2,3,2,3,202.0,-37.87253,145.0705,68,2550000
6707,5,9.7,5,2,2,0.0,-37.80385,145.09094,58,2800000
6708,5,13.8,5,3,3,243.0,-37.91865,145.05418,58,1800000
6709,4,13.8,4,2,2,183.0,-37.90866,145.07533,6,1130000
6710,4,13.8,4,3,3,186.0,-37.91487,145.06623000000002,88,1370000
6711,3,13.8,3,2,3,194.0,-37.925990000000006,145.07537,68,1311000
6712,3,13.4,3,1,1,121.0,-37.81511,145.15828,68,1350000
6713,3,13.4,3,2,2,150.0,-37.8429,145.14895,28,905000
6714,3,27.0,3,1,2,102.0,-38.06688,145.12398000000002,68,920000
6715,4,25.0,4,1,1,136.0,-37.85652,145.2758,48,728000
6716,5,10.9,5,3,2,133.0,-37.82703,145.12938,63,1900000
6717,4,16.1,4,3,3,312.0,-37.705909999999996,145.13005,58,1030000
6718,4,10.5,4,2,2,202.0,-37.90034,144.99608999999998,88,2830000
6719,3,10.3,3,1,3,175.0,-37.92364,145.01118,68,2060000
6720,3,10.3,3,2,2,0.0,-37.92698,145.02673000000001,98,1650000
6721,5,10.3,5,2,5,275.0,-37.93203,145.02844,68,1650000
6722,3,4.0,3,2,1,122.0,-37.76292,144.97975,20,959000
6723,3,5.2,3,2,2,160.0,-37.76645,144.94133,93,2350000
6724,4,12.1,4,2,1,0.0,-37.70765,145.05556,53,815000
6725,3,14.8,3,2,2,174.0,-37.74518,144.74708,18,580000
6726,3,10.4,3,2,2,151.0,-37.84691,145.10029,3,1220000
6727,4,10.4,4,3,2,188.0,-37.84533,145.12763999999999,68,1535000
6728,2,10.4,2,1,1,94.0,-37.85621,145.10641,68,1322500
6729,3,10.1,3,2,3,193.0,-37.89877,145.05132,7,1400000
6730,4,34.9,3,1,1,103.0,-38.10346,145.18159,31,546000
6731,3,34.9,3,1,2,104.0,-38.10429,145.17178,25,532000
6732,2,8.7,2,1,1,82.0,-37.8981,145.03551000000002,8,790000
6733,3,27.0,3,1,1,95.0,-38.04922,145.13904,38,725000
6734,5,17.9,5,2,2,213.0,-37.97404,145.07541,48,1300000
6735,3,17.5,3,2,2,123.0,-37.94122,145.10924,48,950000
6736,3,17.4,3,1,3,104.0,-37.65704,144.92987,43,460000
6737,3,20.6,3,2,1,0.0,-37.57687,144.911,6,412500
6738,5,34.7,5,3,2,204.0,-38.08902,145.29006,12,720008
6739,5,23.0,5,2,2,294.0,-37.79546,145.27002,38,1188000
6740,5,23.0,5,2,2,185.0,-37.784659999999995,145.27326000000002,58,905000
6741,5,24.7,5,2,1,146.0,-37.96171,145.20122,58,600000
6742,4,18.0,4,2,2,202.0,-37.70562,145.16611,38,1060000
6743,4,18.0,4,2,0,153.0,-37.70232,145.1419,43,905000
6744,3,19.6,3,1,2,0.0,-37.64972,145.04086,38,595000
6745,4,19.6,4,2,4,260.0,-37.63904,145.0589,23,810000
6746,5,7.5,5,2,6,222.0,-37.74967,144.8977,103,2335000
6747,3,7.5,3,2,1,195.0,-37.75238,144.92248999999998,132,1580000
6748,2,3.6,2,1,0,80.0,-37.78852,144.97871999999998,128,1385000
6749,2,3.6,2,1,1,93.0,-37.77796,144.98373999999998,128,1400000
6750,4,3.6,4,3,1,173.0,-37.7833,144.98521000000002,128,1870000
6751,3,5.1,3,1,2,110.0,-37.7977,144.90398000000002,98,755000
6752,4,15.4,4,1,1,119.0,-37.83945,145.16683999999998,58,1078000
6753,6,15.4,6,1,1,140.0,-37.83161,145.17555,68,1065000
6754,3,36.9,3,1,1,91.0,-38.12023,145.15188,43,493000
6755,3,38.0,3,2,2,242.0,-38.16457,145.12421,38,1155000
6756,4,38.0,4,2,2,191.0,-38.15845,145.11141,58,980000
6757,4,7.3,4,2,2,0.0,-37.86133,145.04166999999998,108,2690000
6758,4,12.9,4,3,2,215.0,-37.70128,144.90187,1,655000
6759,4,33.3,4,1,2,136.0,-38.02981,145.24826000000002,58,625000
6760,4,18.4,4,2,2,150.0,-37.849579999999996,144.67154,33,602000
6761,4,18.4,4,2,3,180.0,-37.86495,144.69718999999998,33,567000
6762,4,14.5,4,2,4,250.0,-37.720259999999996,144.83143,40,1125000
6763,4,15.5,4,2,2,223.0,-37.726490000000005,144.80992,38,700000
6764,3,11.7,3,2,2,175.0,-37.73977,144.87734,9,960000
6765,4,11.7,4,3,4,273.0,-37.73492,144.87231,48,1160000
6766,4,5.4,4,3,2,281.0,-37.81031,145.01955,98,3300000
6767,3,5.4,3,2,2,232.0,-37.80121,145.04581000000002,12,1750000
6768,5,5.4,5,2,2,0.0,-37.80795,145.01474,12,3450000
6769,3,25.2,3,2,2,201.0,-38.00009,145.16959,4,930000
6770,3,26.0,3,1,2,0.0,-37.79902,145.32092,48,803000
6771,3,14.0,3,1,1,147.0,-37.73574,144.77898000000002,48,560000
6772,4,5.9,4,2,3,339.0,-37.84391,145.03376,88,3080000
6773,3,16.3,3,1,2,133.0,-37.663740000000004,144.99871000000002,50,625000
6774,4,41.0,4,2,6,264.0,-38.14508,145.18787,11,965000
6775,3,6.4,3,1,1,110.0,-37.78817,144.87873000000002,8,735000
6776,2,8.4,2,1,1,97.0,-37.87798,145.06731000000002,78,651000
6777,3,4.3,3,1,5,187.0,-37.7657,144.89109,54,3400000
6778,3,17.4,3,1,4,105.0,-37.65905,144.92347,38,535000
6779,5,31.7,5,2,2,280.0,-37.678129999999996,144.59292,18,710000
6780,3,29.8,3,1,1,105.0,-37.69891,144.57645,43,395000
6781,3,3.0,3,1,0,113.0,-37.848040000000005,144.96066000000002,118,2090000
6782,3,17.2,3,2,2,150.0,-37.82653,145.20261000000002,13,907800
6783,3,17.2,3,2,2,136.0,-37.8236,145.20898,48,1010000
6784,2,6.2,2,1,1,66.0,-37.75799,144.92354,48,435000
6785,4,6.2,4,1,1,129.0,-37.77081,144.92074,108,1305000
6786,3,14.3,3,1,3,138.0,-37.93557,145.04918999999998,68,1072000
6787,3,14.3,3,1,1,0.0,-37.94492,145.04938,48,1290000
6788,4,21.5,4,3,2,178.0,-38.003409999999995,145.08773,98,1500000
6789,3,14.2,3,2,1,118.0,-37.88751,145.13545,58,1028800
6790,6,14.2,6,2,2,368.0,-37.87591,145.13958,19,1840000
6791,3,14.2,3,2,2,138.0,-37.88678,145.12748,12,1035000
6792,3,18.8,3,2,3,140.0,-37.92811,145.14971,60,940000
6793,3,10.4,3,1,1,111.0,-37.73901,144.89154,68,845000
6794,2,5.3,2,2,1,81.0,-37.76623,144.99318,108,1118000
6795,2,12.3,2,1,0,76.0,-37.89721,145.09792,98,875000
6796,4,21.5,4,3,3,450.0,-37.99508,145.07544,2,2475000
6797,4,8.5,4,2,4,171.0,-37.730579999999996,144.9353,98,1260000
6798,4,14.7,4,2,2,136.0,-37.90858,144.77771,7,527000
6799,4,3.5,4,3,2,0.0,-37.833490000000005,144.9484,8,2455000
6800,3,8.4,3,1,2,96.0,-37.75277,145.00734,53,910000
6801,3,12.0,3,1,1,128.0,-37.71289,145.01967,10,640000
6802,4,12.0,4,2,10,170.0,-37.70671,145.03086000000002,33,1112000
6803,4,12.0,4,3,2,240.0,-37.69968,145.03426000000002,38,852000
6804,3,12.0,3,1,2,90.0,-37.73173,145.02884,58,800000
6805,2,12.0,2,1,2,111.0,-37.71626,144.99866,58,625500
6806,3,19.9,3,2,2,126.0,-37.8101,145.21697,41,700000
6807,2,21.3,2,2,2,116.0,-37.80401,145.25225,58,937000
6808,3,8.9,3,1,2,124.0,-37.74351,145.07965,58,1224000
6809,4,20.6,4,2,2,202.0,-37.63499,144.93409,21,621000
6810,4,15.2,4,2,2,168.0,-37.95685,145.01977,88,1490000
6811,3,22.2,3,1,2,116.0,-37.88953,145.22056,38,890000
6812,3,35.4,3,1,1,105.0,-38.10505,145.15328,35,512000
6813,4,5.1,4,3,1,199.0,-37.80898,144.88701,4,1502000
6814,4,14.0,4,2,2,134.0,-37.75405,144.82013999999998,22,537000
6815,3,8.2,3,1,3,189.0,-37.737970000000004,144.92455,83,1848000
6816,3,31.7,3,2,2,229.0,-37.565329999999996,144.71233,22,605000
6817,3,10.5,3,1,1,95.0,-37.785140000000006,144.84561000000002,33,717500
6818,3,10.2,3,1,2,151.0,-37.83015,145.09035,112,1715000
6819,3,18.4,3,1,1,103.0,-37.86744,144.65608999999998,15,350000
6820,5,12.4,5,3,2,310.0,-37.7663,145.1132,55,1400000
6821,3,7.0,3,1,2,151.0,-37.759370000000004,145.01533999999998,68,1271000
6822,3,12.9,3,1,1,102.0,-37.69423,144.88002,48,540000
6823,4,14.7,4,2,2,200.0,-37.856390000000005,145.23536000000001,37,951000
6824,4,14.7,4,2,2,191.0,-37.86887,145.22116,38,1330000
6825,2,14.5,2,1,1,79.0,-37.70657,145.07878,12,650000
6826,4,14.7,4,2,1,172.0,-37.89327,144.64789,38,635000
6827,3,6.8,3,2,2,133.0,-37.85927,144.87904,23,1031000
6828,4,6.8,4,1,5,157.0,-37.85908,144.89299,98,2500000
6829,4,6.3,4,1,1,112.0,-37.81188,144.88449,98,1285000
6830,3,3.0,3,1,1,93.0,-37.80124,144.99459,128,1240000
6831,3,10.4,3,1,5,108.0,-37.72285,144.87538999999998,38,790000
6832,3,11.0,3,1,2,106.0,-37.85993,144.8176,78,940000
6833,2,4.3,2,1,0,97.0,-37.775290000000005,144.92255,118,950000
6834,3,37.5,3,2,2,129.0,-37.668690000000005,144.42379,28,412000
6835,5,9.7,5,4,4,430.0,-37.788990000000005,145.07913,7,3870000
6836,3,8.8,3,2,2,96.0,-37.752590000000005,145.03621,78,795000
6837,3,11.4,3,1,1,102.0,-37.93199,145.03939,68,1210000
6838,4,11.4,4,2,2,163.0,-37.92727,145.04771000000002,68,1600000
6839,3,13.8,4,2,3,184.0,-37.936820000000004,145.0762,48,1050000
6840,3,25.0,3,2,2,160.0,-37.847390000000004,145.3024,43,720500
6841,3,14.0,3,1,3,84.0,-37.68671,144.93028,58,642500
6842,2,14.0,2,1,1,103.0,-37.68333,144.92196,68,770000
6843,2,4.0,2,1,1,96.0,-37.77523,144.97478999999998,138,1200000
6844,4,12.1,4,2,1,142.0,-37.696670000000005,145.05403,38,770000
6845,2,12.1,2,2,2,95.0,-37.678000000000004,145.05693,8,438000
6846,5,7.7,5,3,1,291.0,-37.84265,145.08199,83,2235000
6847,4,7.7,4,3,0,189.0,-37.834109999999995,145.06916,93,1870000
6848,3,11.7,3,1,1,86.0,-37.8794,145.10616000000002,68,882000
6849,3,17.9,3,2,2,0.0,-37.95683,145.07183999999998,48,975000
6850,3,17.9,3,2,2,137.0,-37.9717,145.06601,11,990000
6851,3,27.1,3,1,2,144.0,-37.74395,145.31945,38,765000
6852,3,17.5,3,2,2,147.0,-37.93869,145.13717,11,785000
6853,4,17.5,4,2,3,154.0,-37.95962,145.13565,48,877500
6854,3,17.5,3,1,1,115.0,-37.93371,145.11219,48,955000
6855,3,6.7,3,2,1,138.0,-37.73748,144.97217,11,730000
6856,3,6.7,3,2,2,25.0,-37.72699,144.98418,8,825000
6857,4,20.6,4,2,2,200.0,-37.58893,144.9224,24,625000
6858,4,20.6,4,2,2,140.0,-37.56828,144.90385,5,520000
6859,4,20.6,4,2,2,140.0,-37.58961,144.92845,38,530000
6860,4,20.6,4,2,2,0.0,-37.60902,144.91279,9,590000
6861,4,20.6,4,2,2,237.0,-37.60438,144.92016999999998,8,715000
6862,4,23.0,4,2,2,177.0,-37.792190000000005,145.29554,48,1000000
6863,4,14.0,4,2,2,144.0,-37.667159999999996,144.93495,21,600000
6864,4,24.7,4,2,2,109.0,-37.98046,145.20487,58,570000
6865,3,24.7,3,1,3,134.0,-37.99994,145.20786,58,645000
6866,4,22.2,4,2,2,151.0,-37.985640000000004,145.12715,43,927000
6867,4,16.1,4,2,1,133.0,-37.80278,145.17768999999998,38,969000
6868,4,16.1,4,1,2,166.0,-37.801109999999994,145.1829,38,1025000
6869,2,27.0,2,2,1,90.0,-38.03842,145.11613,58,715000
6870,3,18.0,5,2,2,265.0,-37.72047,145.14963999999998,19,1560000
6871,4,18.0,4,2,4,180.0,-37.70946,145.17113,33,960000
6872,3,18.0,3,2,2,161.0,-37.72185,145.15299,38,860000
6873,3,19.6,3,1,2,106.0,-37.64198,145.03041000000002,38,570000
6874,4,19.6,4,2,2,230.0,-37.62245,145.00943999999998,6,766000
6875,3,19.6,3,1,2,110.0,-37.65336,145.03721000000002,40,630000
6876,4,24.8,4,2,2,195.0,-37.894459999999995,145.27802,28,860000
6877,3,24.8,3,2,3,104.0,-37.87093,145.29266,58,735000
6878,1,3.6,1,1,0,60.0,-37.78673,144.97898999999998,138,920000
6879,3,38.0,3,1,1,120.0,-38.17433,145.13866000000002,48,563000
6880,3,45.9,3,2,1,116.0,-37.49317,144.59245,48,515000
6881,3,16.7,3,1,5,106.0,-37.89698,145.14398,58,1100000
6882,3,16.7,3,1,2,123.0,-37.8956,145.15502,30,1075000
6883,3,11.2,3,1,3,90.0,-37.6984,144.91756,58,780000
6884,4,11.2,4,2,2,240.0,-37.71136,144.91981,2,1200000
6885,4,12.9,4,2,2,243.0,-37.70305,144.89815,13,900000
6886,3,16.1,3,1,2,117.0,-37.716429999999995,145.09929,56,717500
6887,4,20.4,4,2,4,260.0,-37.62644,144.88998999999998,4,805000
6888,3,32.3,3,2,2,124.0,-37.9994,145.25724,38,645000
6889,2,6.2,2,1,0,72.0,-37.82224,145.05763000000002,88,1055000
6890,2,8.8,2,1,1,85.0,-37.73765,145.05405,68,760000
6891,4,11.7,4,2,2,265.0,-37.750029999999995,144.87261,38,1150000
6892,4,25.2,4,2,2,160.0,-37.98588,145.16307,43,800000
6893,3,26.0,3,1,1,107.0,-37.7969,145.30507,58,657000
6894,3,23.3,3,2,0,123.0,-37.888259999999995,145.24469,48,795000
6895,3,16.3,3,1,2,184.0,-37.6653,145.0211,48,779000
6896,5,14.6,5,3,2,309.0,-37.73565,145.12246000000002,18,2287500
6897,3,17.4,3,2,2,136.0,-37.64477,144.92889,28,525000
6898,4,31.7,4,2,2,156.0,-37.67537,144.58828,45,395000
6899,4,29.8,4,2,1,189.0,-37.70664,144.57978,48,407000
6900,5,20.0,5,3,2,241.0,-37.97761,145.07658999999998,43,1150000
6901,3,17.9,3,2,2,140.0,-37.6703,145.06791,38,668000
6902,5,16.2,5,2,2,183.0,-37.721959999999996,145.1134,68,850000
6903,4,31.6,4,2,0,232.0,-37.783559999999994,145.39115,38,655000
6904,3,14.2,3,1,2,132.0,-37.87148,145.12866,53,1470000
6905,2,6.2,2,1,1,79.0,-37.84836,144.87408,68,736500
6906,3,6.2,3,2,2,120.0,-37.83491,144.86864,78,1040000
6907,3,6.2,3,2,2,159.0,-37.84795,144.87468,1,980000
6908,5,6.2,5,2,1,222.0,-37.84507,144.8792,88,1570000
6909,3,6.2,3,1,1,133.0,-37.8458,144.88896,108,1300000
6910,2,10.4,2,1,1,380.0,-37.740159999999996,144.88805,2,1410000
6911,3,15.4,3,1,2,119.0,-37.81028,145.17456,58,1056000
6912,4,15.5,4,2,2,174.0,-37.91383,145.10332,48,1000000
6913,4,15.5,4,2,2,185.0,-37.93006,145.08143,38,813500
6914,3,21.5,3,2,2,138.0,-37.98639,145.07367,68,1365000
6915,3,14.7,3,2,2,126.0,-37.91375,144.76608000000002,1,500500
6916,4,14.7,4,3,2,325.0,-37.89157,144.7584,15,1060000
6917,5,14.7,5,2,2,320.0,-37.90486,144.7436,9,940000
6918,4,8.4,4,2,3,175.0,-37.73661,145.01725,98,1331000
6919,3,12.0,3,1,0,92.0,-37.7303,145.02514,68,825000
6920,2,12.0,2,1,2,90.0,-37.72502,145.00089,88,945000
6921,2,2.4,2,1,0,68.0,-37.82105,145.0068,128,1055000
6922,3,2.4,3,2,0,59.0,-37.81068,144.99393999999998,118,850000
6923,4,19.9,4,1,2,131.0,-37.792590000000004,145.22801,38,942000
6924,4,20.6,4,2,2,170.0,-37.62988,144.93295,8,600000
6925,4,20.6,4,2,2,211.0,-37.63105,144.92753000000002,18,688500
6926,3,15.5,3,2,2,111.0,-37.877340000000004,144.75503999999998,18,570000
6927,3,35.4,3,1,2,131.0,-38.09995,145.12863000000002,50,790000
6928,2,5.1,2,1,1,75.0,-37.80389,144.88711,118,817000
6929,4,20.5,4,2,3,174.0,-37.639309999999995,145.06568000000001,14,621000
6930,3,31.7,3,1,2,125.0,-37.576809999999995,144.72245,48,677000
6931,3,10.5,3,1,2,111.0,-37.78561,144.80739,48,700000
6932,4,10.5,4,2,2,187.0,-37.80053,144.80459,16,702500
6933,3,10.2,3,2,2,144.0,-37.82091,145.09543,68,1901000
6934,3,18.0,3,2,2,128.0,-37.71202,144.75072,9,490000
6935,4,18.0,4,2,2,236.0,-37.715,144.74771,13,690000
6936,4,18.0,4,2,2,182.0,-37.70936,144.76098000000002,14,695000
6937,3,7.0,3,1,6,179.0,-37.7602,145.00535,103,1500000
6938,4,18.4,4,2,2,226.0,-37.83909,144.70557,5,667000
6939,4,14.7,4,2,2,144.0,-37.86416,145.23162,38,1065800
6940,3,14.5,3,2,2,134.0,-37.70595,145.08493,66,1035000
6941,4,14.5,4,2,2,154.0,-37.69368,145.08811,28,806000
6942,3,14.7,3,2,2,0.0,-37.90136,144.66925,38,550000
6943,3,6.8,3,1,2,125.0,-37.86205,144.88557,68,1760000
6944,3,25.5,3,2,2,150.0,-37.621340000000004,145.02416000000002,7,478000
6945,3,27.2,3,1,1,103.0,-37.8928,144.62336000000002,38,457000
6946,4,6.3,4,2,2,135.0,-37.8148,144.88115,68,1561000
6947,3,10.4,3,2,1,130.0,-37.72741,144.87919,1,730000
6948,3,10.4,3,2,2,160.0,-37.72367,144.87059,58,770000
6949,3,10.4,3,1,2,100.0,-37.72459,144.87406000000001,58,805000
6950,2,3.0,2,1,0,77.0,-37.84588,144.95559,128,1330000
6951,4,3.0,4,3,1,266.0,-37.84787,144.95333,128,3600000
6952,3,5.7,3,1,2,132.0,-37.77112,145.02893,78,1550000
6953,3,12.8,3,1,3,197.0,-37.7753,144.7994,48,615000
6954,3,6.3,3,1,2,136.0,-37.861059999999995,145.02513000000002,103,1895000
6955,3,4.3,3,1,2,170.0,-37.7755,144.9275,88,1635000
6956,4,10.2,4,2,2,233.0,-37.86688,145.06925,88,2005000
6957,3,9.5,3,1,1,96.0,-37.76342,144.86305,68,785000
6958,3,7.9,3,1,2,100.0,-37.81266,145.09329,24,1425000
6959,5,7.9,5,4,3,437.0,-37.8184,145.08624,1,3600000
6960,3,9.7,3,1,2,154.0,-37.78144,145.07996,66,1500000
6961,4,9.7,4,2,1,0.0,-37.78396,145.07942,53,1500000
6962,3,8.8,3,1,3,93.0,-37.7537,145.03382,63,1113000
6963,3,11.4,3,1,2,131.0,-37.91655,145.04525,58,1630000
6964,3,11.4,3,1,2,0.0,-37.914559999999994,145.04109,78,1730000
6965,4,11.4,4,3,2,353.0,-37.91324,145.02513000000002,10,2260000
6966,3,13.8,3,1,3,200.0,-37.93016,145.0726,58,1160000
6967,3,13.8,3,2,3,99.0,-37.92066,145.0669,48,1000000
6968,3,35.2,3,2,1,107.0,-38.05146,145.33143,22,530000
6969,3,16.1,3,1,1,116.0,-37.70216,145.12039,29,785000
6970,5,5.2,5,3,1,176.0,-37.75587,144.95246,98,1150000
6971,4,7.7,4,2,2,119.0,-37.849540000000005,145.0924,78,1700000
6972,2,3.5,3,1,2,173.0,-37.7846,144.96995,108,1650000
6973,3,8.7,3,2,2,130.0,-37.88854,145.01938,13,1655000
6974,3,17.9,3,3,1,173.0,-37.96763,145.06247,1,1255000
6975,3,17.9,3,2,2,132.0,-37.97122,145.08125,43,860000
6976,2,17.5,2,1,2,97.0,-37.934740000000005,145.11918,58,955000
6977,4,6.7,4,2,1,160.0,-37.75485,144.9684,43,1222000
6978,3,6.7,3,1,2,111.0,-37.75014,144.96583,108,990000
6979,4,17.4,4,1,0,132.0,-37.657759999999996,144.92875,48,555000
6980,3,17.4,3,1,1,89.0,-37.664320000000004,144.93536,48,451000
6981,3,20.6,3,2,1,149.0,-37.57799,144.91201999999998,7,473000
6982,4,20.6,4,2,2,201.0,-37.572390000000006,144.92713999999998,12,720000
6983,3,20.6,3,2,2,136.0,-37.5821,144.90751,9,568000
6984,5,23.0,5,2,2,200.0,-37.79189,145.29661000000002,43,880000
6985,3,23.0,3,1,1,105.0,-37.784,145.27006,39,855000
6986,3,23.0,3,2,2,208.0,-37.76402,145.27346,6,1175000
6987,3,14.0,3,1,3,92.0,-37.67454,144.93339,58,506000
6988,3,12.4,3,3,2,221.0,-37.76941,145.13325,33,1351000
6989,4,14.3,4,2,2,188.0,-37.77875,145.17408999999998,48,1330000
6990,2,16.1,2,2,2,0.0,-37.79883,145.17337,38,1070000
6991,3,7.2,3,1,2,139.0,-37.88926,145.01248999999999,102,3050000
6992,4,28.5,4,2,2,156.0,-37.97571,145.24913999999998,41,685000
6993,4,19.6,4,2,2,224.0,-37.632909999999995,145.03706,12,621000
6994,3,19.6,3,1,1,133.0,-37.64294,145.02765,52,631000
6995,3,13.1,3,1,3,126.0,-37.70807,144.97281999999998,50,840000
6996,3,13.1,3,1,1,109.0,-37.69571,144.96063999999998,58,775000
6997,3,5.1,3,2,2,143.0,-37.8007,144.88207,3,860000
6998,4,5.1,4,2,1,238.0,-37.79363,144.89427,108,1450000
6999,2,5.1,2,1,2,105.0,-37.79612,144.88783,78,868000
7000,4,15.4,4,2,2,216.0,-37.83645,145.1603,58,1190000
7001,4,15.4,4,2,2,137.0,-37.84006,145.16568,48,1088000
7002,3,45.9,3,2,2,165.0,-37.4983,144.60554,58,820000
7003,3,12.9,3,1,1,115.0,-37.6995,144.89012,38,610000
