,Rooms,Distance,Landsize,Bathroom,Car,BuildingArea,Lattitude,Longtitude,Age,Price
17815,3,14.7,531.0,1.0,0.0,100.0,-37.889959999999995,144.65526,58.0,484000.0
17817,2,3.1,17.0,1.0,1.0,90.0,-37.8118,144.95259,22.0,670000.0
17818,2,3.1,75.0,1.0,1.0,66.0,-37.80473,144.9435,11.0,510000.0
17819,3,16.5,542.0,1.0,2.0,107.0,-37.66948,144.90385,48.0,410000.0
17828,1,4.6,0.0,1.0,1.0,51.0,-37.85687,144.99748,58.0,410000.0
17831,4,27.2,400.0,2.0,2.0,151.54,-37.870470000000005,144.59864,10.0,478000.0
17834,3,6.3,284.0,1.0,1.0,124.0,-37.81335,144.89471,118.0,1285000.0
17836,3,3.0,142.0,1.0,0.0,130.0,-37.80359,144.99538,138.0,1635000.0
17848,3,11.0,697.0,1.0,1.0,132.0,-37.87256,144.8078,48.0,1225000.0
17851,3,11.0,305.0,2.0,1.0,132.0,-37.871,144.81153,13.0,767000.0
17852,4,15.5,749.0,2.0,2.0,180.9,-37.88413,144.79033,29.0,810000.0
17856,2,6.3,3093.0,2.0,1.0,75.0,-37.86165,145.02148,12.0,821000.0
17860,4,10.2,267.0,3.0,2.0,190.0,-37.87036,145.08471,6.0,1520000.0
17861,3,10.2,634.0,2.0,3.0,230.0,-37.865159999999996,145.07958,78.0,2299500.0
17868,4,7.9,848.0,3.0,2.0,214.0,-37.81462,145.08776,92.0,2360000.0
17871,4,9.7,433.0,2.0,2.0,185.0,-37.78368,145.09545,63.0,1460000.0
17881,4,11.4,306.0,3.0,2.0,200.0,-37.92893,145.04581000000002,4.0,1280000.0
17883,4,11.4,429.0,3.0,2.0,262.0,-37.915820000000004,145.048,5.0,1750000.0
17892,3,13.4,492.0,1.0,2.0,124.0,-37.811690000000006,145.15735,61.0,1100000.0
17894,4,13.4,580.0,2.0,2.0,161.0,-37.8051,145.14351000000002,53.0,1250000.0
17902,3,16.1,905.0,1.0,2.0,183.0,-37.7063,145.12215,56.0,830000.0
17906,4,10.5,508.0,4.0,4.0,465.0,-37.909040000000005,144.99868,7.0,4050000.0
17907,4,10.5,396.0,2.0,1.0,175.0,-37.88779,144.99933000000001,110.0,2210000.0
17917,3,10.3,605.0,1.0,2.0,181.0,-37.93063,145.01314,98.0,1680000.0
17918,2,10.3,275.0,1.0,2.0,106.0,-37.91106,145.02393999999998,48.0,890000.0
17920,3,14.0,697.0,1.0,4.0,100.0,-37.68557,144.93156000000002,58.0,632000.0
17921,3,5.2,302.0,1.0,1.0,91.0,-37.76085,144.95834,108.0,1310000.0
17924,4,5.2,444.0,2.0,3.0,256.0,-37.7628,144.94011,21.0,1500000.0
17927,4,10.8,646.0,3.0,4.0,320.0,-37.77387,145.0889,20.0,1751000.0
17931,4,12.1,287.0,2.0,1.0,152.0,-37.69382,145.04831000000001,28.0,685000.0
17933,4,12.1,542.0,1.0,2.0,130.0,-37.68238,145.06432,38.0,725000.0
17934,2,12.1,90.0,1.0,2.0,90.0,-37.70912,145.05181000000002,23.0,505000.0
17938,4,12.1,760.0,2.0,2.0,366.0,-37.67935,145.05728,18.0,1253000.0
17943,4,10.4,627.0,2.0,1.0,196.0,-37.85374,145.12458999999998,68.0,1390000.0
17955,4,8.4,650.0,2.0,2.0,275.0,-37.83057,145.08482,12.0,2725000.0
17958,4,14.8,463.0,2.0,2.0,307.0,-37.73531,144.74335,6.0,870000.0
17960,3,34.9,779.0,2.0,2.0,147.0,-38.114709999999995,145.18248,30.0,552500.0
17962,4,7.8,494.0,2.0,2.0,176.0,-37.87206,145.03512,118.0,1925000.0
17963,4,11.7,402.0,2.0,1.0,131.0,-37.88658,145.09297,58.0,995000.0
17966,4,17.9,679.0,2.0,4.0,190.0,-37.96098,145.04275,58.0,1200000.0
17969,4,17.5,625.0,2.0,2.0,625.0,-37.92801,145.1057,68.0,1241000.0
17970,4,16.7,711.0,1.0,1.0,96.0,-37.9255,145.11331,58.0,1250000.0
17971,3,16.7,270.0,1.0,1.0,218.0,-37.92624,145.1321,48.0,729500.0
17975,2,2.0,0.0,1.0,1.0,60.0,-37.79627,144.99229,43.0,560000.0
17977,4,20.6,482.0,2.0,2.0,207.0,-37.57416,144.91269,6.0,565000.0
17978,4,20.6,756.0,2.0,2.0,222.0,-37.5729,144.93663,17.0,615000.0
17980,4,20.6,400.0,2.0,2.0,171.0,-37.5951,144.9091,8.0,548000.0
17982,3,20.6,1005.0,2.0,6.0,160.0,-37.605740000000004,144.92548,23.0,716000.0
17987,3,23.0,269.0,2.0,2.0,150.0,-37.78499,145.2647,11.0,730000.0
17992,3,23.0,507.0,2.0,2.0,128.0,-37.76572,145.28915,58.0,766000.0
17995,4,7.9,254.0,2.0,1.0,172.0,-37.81007,145.06792,23.0,1680000.0
17997,3,18.0,358.0,2.0,2.0,106.0,-37.7145,144.77132,28.0,475000.0
17999,3,21.8,790.0,2.0,3.0,135.0,-37.66529,145.15363,38.0,815000.0
18000,6,27.7,850.0,3.0,1.0,254.0,-37.62856,144.71825,38.0,615000.0
18007,5,16.1,785.0,3.0,3.0,252.0,-37.78148,145.17818,38.0,1328000.0
18008,2,1.3,997.0,2.0,1.0,92.0,-37.8161,144.98494,17.0,1300000.0
18011,4,18.0,573.0,2.0,2.0,180.0,-37.70477,145.16552,38.0,762000.0
18013,3,18.0,812.0,2.0,2.0,129.0,-37.70577,145.1316,38.0,900000.0
18017,4,7.2,558.0,2.0,3.0,174.0,-37.880140000000004,144.99347,118.0,3175000.0
18018,2,7.2,3256.0,1.0,1.0,74.0,-37.87594,144.98833,48.0,520000.0
18024,4,7.5,951.0,2.0,3.0,238.0,-37.749970000000005,144.90752,88.0,2165000.0
18027,5,7.5,663.0,3.0,3.0,419.0,-37.74351,144.92174,88.0,2050000.0
18028,4,7.5,465.0,2.0,2.0,148.0,-37.75178,144.89876,78.0,1500000.0
18038,1,2.1,1730.0,1.0,1.0,60.0,-37.79636,144.98394,7.0,545000.0
18042,3,3.6,139.0,1.0,1.0,116.0,-37.79068,144.97824,118.0,1705000.0
18044,3,3.4,293.0,1.0,1.0,104.0,-37.784459999999996,144.92797,118.0,1220000.0
18045,2,5.1,0.0,1.0,1.0,62.0,-37.79975,144.88368,3.0,455000.0
18046,2,5.1,88.0,2.0,1.0,94.5,-37.78872,144.88891,18.0,575000.0
18052,3,45.9,1290.0,2.0,4.0,231.0,-37.48381,144.60052,30.0,775000.0
18053,3,12.9,552.0,1.0,2.0,136.0,-37.686409999999995,144.89826000000002,38.0,629000.0
18056,5,7.3,720.0,3.0,2.0,392.0,-37.85875,145.07978,68.0,3400000.0
18057,1,7.3,0.0,1.0,0.0,49.0,-37.85852,145.04547,58.0,320000.0
18060,4,7.3,409.0,3.0,2.0,255.0,-37.852,145.07321000000002,2.0,2165000.0
18063,2,7.3,100.0,1.0,1.0,87.0,-37.852579999999996,145.08588999999998,58.0,851000.0
18065,3,16.7,853.0,2.0,1.0,28.0,-37.88984,145.18016,46.0,1311000.0
18068,2,11.2,193.0,1.0,2.0,105.0,-37.70612,144.9144,23.0,565000.0
18069,3,11.2,604.0,1.0,2.0,132.0,-37.70855,144.90441,58.0,770000.0
18071,3,16.1,594.0,1.0,1.0,95.0,-37.69039,145.09753,25.0,714000.0
18072,3,16.1,609.0,2.0,2.0,168.0,-37.716359999999995,145.09792,38.0,815000.0
18077,3,13.8,587.0,1.0,1.0,131.0,-37.940870000000004,145.03366,68.0,1345000.0
18079,1,5.3,0.0,1.0,1.0,47.0,-37.82334,145.04015,14.0,420000.0
18080,2,5.3,230.0,1.0,1.0,116.65,-37.81813,145.02295,128.0,1857000.0
18084,3,5.3,333.0,1.0,1.0,108.0,-37.82737,145.02971000000002,88.0,1425000.0
18085,3,5.3,242.0,2.0,2.0,165.0,-37.828340000000004,145.03937,28.0,1910000.0
18086,3,5.3,0.0,2.0,2.0,139.0,-37.82452,145.02204,43.0,1485000.0
18087,1,6.2,0.0,1.0,1.0,52.0,-37.827420000000004,145.05324,58.0,505000.0
18093,3,21.3,471.0,2.0,2.0,144.0,-37.82996,145.24311,53.0,912000.0
18094,2,8.9,2020.0,1.0,0.0,68.0,-37.75692,145.06426000000002,20.0,450000.0
18098,4,8.8,596.0,2.0,4.0,120.0,-37.75008,145.05051,88.0,1645000.0
18107,4,18.0,600.0,2.0,2.0,174.0,-37.6844,144.75595,16.0,580000.0
18113,4,12.3,455.0,2.0,1.0,170.0,-37.9016,145.08293999999998,118.0,1570000.0
18114,5,26.1,1034.0,2.0,2.0,225.0,-37.638259999999995,145.1991,33.0,790000.0
18118,3,14.0,704.0,1.0,2.0,94.0,-37.6845,144.90761,68.0,550000.0
18123,3,3.4,223.0,2.0,2.0,122.0,-37.794959999999996,144.92659,78.0,1225000.0
18125,3,5.4,446.0,1.0,2.0,115.0,-37.79855,145.04493,58.0,1510000.0
18128,3,5.4,0.0,2.0,1.0,114.0,-37.80495,145.04949,41.0,1007000.0
18131,2,5.4,0.0,2.0,1.0,108.0,-37.80593,145.05121,68.0,860000.0
18136,3,6.4,118.0,1.0,1.0,86.0,-37.80857,144.87682,48.0,570000.0
18137,3,6.4,275.0,1.0,1.0,11.0,-37.81167,144.88346,82.0,900000.0
18138,4,31.7,651.0,1.0,0.0,150.0,-37.67028,144.59455,18.0,345000.0
18148,2,6.4,126.0,2.0,1.0,95.0,-37.78458,144.88106000000002,3.0,642500.0
18149,3,6.4,159.0,2.0,2.0,152.0,-37.78974,144.88143,8.0,798000.0
18151,3,6.4,186.0,2.0,2.0,134.6,-37.78559,144.86483,7.0,710000.0
18152,4,5.9,787.0,3.0,2.0,282.0,-37.860440000000004,145.0335,103.0,4050000.0
18154,3,5.9,354.0,1.0,2.0,117.0,-37.851890000000004,145.03335,138.0,1650000.0
18155,3,5.9,400.0,2.0,2.0,216.0,-37.85183,145.03863,11.0,2020000.0
18157,3,8.4,1011.0,3.0,3.0,206.0,-37.8652,145.05248,93.0,2500000.0
18158,3,8.4,1128.0,1.0,2.0,110.0,-37.87923,145.08955,68.0,2500000.0
18160,3,4.3,352.0,2.0,2.0,204.0,-37.77413,144.87533,21.0,1200000.0
18161,3,4.3,366.0,2.0,2.0,183.84,-37.7816,144.88998999999998,6.0,940000.0
18164,2,11.4,397.0,1.0,2.0,96.0,-37.90978,145.02937,78.0,1200000.0
18168,4,31.7,935.0,2.0,2.0,210.0,-37.68503,144.54237,13.0,600000.0
18172,4,20.0,408.0,2.0,2.0,274.0,-37.98707,145.0609,8.0,2025000.0
18173,4,25.9,475.0,2.0,2.0,220.0,-37.606,145.08785,6.0,630000.0
18181,3,6.2,674.0,2.0,2.0,141.0,-37.76389,144.9185,98.0,1225000.0
18183,4,21.5,656.0,2.0,2.0,303.0,-38.00119,145.08588999999998,68.0,1800000.0
18185,3,14.2,344.0,2.0,2.0,3.0,-37.85991,145.14523,18.0,900000.0
18188,5,14.2,667.0,5.0,2.0,431.0,-37.88007,145.12328,3.0,2558000.0
18192,3,6.2,200.0,2.0,2.0,126.7,-37.85134,144.88636,13.0,730000.0
18197,3,10.4,324.0,2.0,1.0,207.0,-37.7431,144.88721999999999,2.0,1230000.0
18213,2,15.5,0.0,1.0,1.0,62.0,-37.91061,145.0862,38.0,601000.0
18216,1,11.4,2029.0,1.0,1.0,54.0,-37.90143,145.04183999999998,9.0,370000.0
18220,3,8.5,0.0,2.0,1.0,149.0,-37.72882,144.93301,4.0,900000.0
18225,1,8.5,0.0,1.0,1.0,35.0,-37.7237,144.92231999999998,48.0,257500.0
18226,1,8.5,995.0,1.0,1.0,35.0,-37.7237,144.92231999999998,48.0,257500.0
18227,3,8.5,256.0,2.0,2.0,190.0,-37.72034,144.93788,1.0,1114000.0
18229,3,14.7,312.0,2.0,2.0,185.0,-37.89273,144.72558999999998,4.0,520000.0
18234,2,3.5,0.0,2.0,1.0,77.0,-37.84158,144.93809,5.0,760000.0
18235,4,4.6,401.0,2.0,2.0,154.0,-37.85565,145.00839,108.0,2635000.0
18236,2,4.6,192.0,1.0,0.0,100.0,-37.85562,145.00571000000002,108.0,1250000.0
18237,1,4.6,0.0,1.0,2.0,50.0,-37.851259999999996,145.00832,58.0,400000.0
18241,4,4.6,787.0,2.0,2.0,275.0,-37.85768,145.00253999999998,88.0,4200000.0
18243,2,4.6,0.0,1.0,2.0,78.0,-37.850590000000004,144.99188,18.0,626000.0
18247,4,8.4,552.0,1.0,2.0,140.0,-37.728790000000004,144.98538,78.0,1148000.0
18252,3,12.0,529.0,1.0,2.0,99.0,-37.72017,144.99873,58.0,935000.0
18253,3,12.0,292.0,2.0,2.0,119.0,-37.71331,144.9871,68.0,510000.0
18258,4,12.0,479.0,2.0,2.0,157.0,-37.70952,145.033,23.0,755000.0
18262,4,12.0,499.0,2.0,2.0,260.0,-37.72614,144.99892,78.0,1200000.0
18271,3,19.9,461.0,2.0,1.0,133.0,-37.825359999999996,145.22228,13.0,800000.0
18276,5,8.9,694.0,3.0,3.0,210.0,-37.73968,145.07973,43.0,1170000.0
18281,3,22.2,590.0,2.0,2.0,151.0,-37.89628,145.22294,37.0,870000.0
18285,4,1.9,153.0,3.0,1.0,93.0,-37.83591,144.94963,118.0,1800000.0
18290,4,20.5,196.0,2.0,2.0,163.0,-37.638729999999995,145.07805,10.0,485000.0
18291,2,2.7,0.0,2.0,1.0,109.0,-37.82863,144.98514,88.0,1350000.0
18294,1,2.7,0.0,1.0,1.0,50.0,-37.8446,145.00018,58.0,410000.0
18306,2,5.0,0.0,1.0,0.0,107.0,-37.86257,144.99161,68.0,701000.0
18307,4,5.0,613.0,2.0,3.0,160.0,-37.86667,144.98324,108.0,1600000.0
18309,7,8.2,608.0,3.0,4.0,355.0,-37.73681,144.90587,19.0,2000000.0
18310,4,8.2,861.0,3.0,2.0,274.0,-37.73154,144.92243,63.0,1610000.0
18314,3,10.5,485.0,2.0,1.0,130.0,-37.78703,144.84569,68.0,700000.0
18317,2,10.5,418.0,1.0,0.0,94.0,-37.79595,144.83206,78.0,615000.0
18319,5,10.2,593.0,3.0,2.0,309.0,-37.831990000000005,145.10877,2.0,2400000.0
18325,4,18.4,498.0,2.0,2.0,167.0,-37.84267,144.65407,8.0,505000.0
18326,4,18.4,452.0,2.0,2.0,159.0,-37.83851,144.6887,9.0,560000.0
18329,4,15.5,646.0,2.0,2.0,167.0,-37.758070000000004,145.13478,38.0,1205000.0
18330,5,15.5,787.0,3.0,2.0,334.0,-37.76873,145.15894,28.0,1750000.0
18336,5,12.4,648.0,2.0,2.0,250.0,-37.77033,145.1214,43.0,1410000.0
18341,3,15.3,541.0,2.0,2.0,121.0,-37.672309999999996,145.00556,38.0,670000.0
18343,3,4.1,0.0,2.0,2.0,176.0,-37.8404,145.01425,88.0,1860000.0
18345,3,4.1,187.0,2.0,1.0,133.0,-37.84297,145.01819,78.0,1350000.0
18349,4,17.2,539.0,2.0,0.0,192.0,-37.834590000000006,145.21264,40.0,980000.0
18358,4,14.7,534.0,1.0,4.0,101.0,-37.88496,144.66332,35.0,455000.0
18361,3,14.7,610.0,1.0,1.0,125.0,-37.88632,144.67582,38.0,455000.0
18363,4,6.4,323.0,2.0,1.0,130.0,-37.794290000000004,144.87412,73.0,1276000.0
18368,4,16.7,752.0,2.0,2.0,162.0,-37.91212,145.1793,47.0,1157000.0
18369,5,16.7,672.0,2.0,2.0,237.0,-37.91299,145.1767,48.0,1100000.0
18375,4,27.2,512.0,2.0,1.0,179.0,-37.87959,144.60977,13.0,500000.0
18376,4,6.3,234.0,3.0,2.0,176.0,-37.81961,144.88132,6.0,1142000.0
18379,2,6.3,178.0,1.0,1.0,84.0,-37.814809999999994,144.88013,5.0,780000.0
18386,4,11.0,629.0,2.0,2.0,180.0,-37.86027,144.82073,33.0,935000.0
18387,3,11.0,159.0,2.0,2.0,130.0,-37.86472,144.82929,4.0,815000.0
18391,3,9.4,180.0,1.0,1.0,88.0,-37.83648,144.86296000000002,53.0,451500.0
18392,3,4.3,2905.0,2.0,2.0,164.0,-37.782579999999996,144.91693999999998,13.0,825000.0
18393,2,4.3,1727.0,1.0,1.0,82.0,-37.77341,144.9013,58.0,425500.0
18396,3,4.3,199.0,1.0,0.0,126.0,-37.77561,144.91695,118.0,1306000.0
18398,3,10.2,726.0,1.0,1.0,130.0,-37.86173,145.11074,53.0,1420000.0
18400,3,21.5,0.0,2.0,2.0,164.0,-38.02768,145.10187,12.0,805000.0
18401,4,9.5,581.0,2.0,1.0,163.0,-37.76421,144.85594,43.0,934000.0
18403,3,7.9,656.0,2.0,4.0,210.0,-37.8079,145.09162,48.0,2330000.0
18407,3,23.2,792.0,2.0,2.0,148.0,-37.82809,145.29287,38.0,762000.0
18414,3,13.4,448.0,1.0,2.0,96.0,-37.82956,145.13868,68.0,1070000.0
18420,2,13.4,305.0,1.0,1.0,305.0,-37.809059999999995,145.15787,78.0,706000.0
18422,3,25.0,723.0,2.0,2.0,138.0,-37.85284,145.26942,38.0,785000.0
18423,4,25.0,2033.0,2.0,4.0,255.0,-37.866690000000006,145.29959,48.0,950000.0
18425,4,10.5,498.0,3.0,2.0,226.0,-37.90396,144.99126,118.0,2800000.0
18426,1,10.5,0.0,1.0,1.0,35.0,-37.9041,144.9993,58.0,290000.0
18429,3,14.0,640.0,1.0,1.0,92.0,-37.68187,144.92421000000002,53.0,570500.0
18431,4,14.0,696.0,2.0,2.0,158.0,-37.68584,144.9315,58.0,631000.0
18432,2,6.4,0.0,1.0,1.0,66.0,-37.82212,144.84476999999998,18.0,372100.0
18433,4,5.2,372.0,2.0,1.0,184.0,-37.76166,144.95065,98.0,1350000.0
18436,2,4.0,65.0,2.0,1.0,78.0,-37.76812,144.97413999999998,5.0,702500.0
18437,1,5.2,1388.0,1.0,1.0,36.0,-37.7684,144.94214,48.0,275000.0
18438,2,5.2,207.0,1.0,1.0,77.0,-37.762209999999996,144.94055,68.0,835000.0
18444,3,12.1,540.0,1.0,1.0,142.0,-37.70636,145.05462,50.0,710000.0
18450,3,10.1,483.0,2.0,1.0,171.0,-37.89204,145.06086000000002,98.0,1840000.0
18451,2,10.1,2048.0,1.0,1.0,68.0,-37.88642,145.05979,58.0,430000.0
18453,2,31.2,198.0,1.0,1.0,94.0,-38.0796,145.13272,38.0,495000.0
18454,2,34.9,339.0,2.0,3.0,101.0,-38.09665,145.17646000000002,9.0,403500.0
18456,1,7.8,60.0,1.0,1.0,53.0,-37.87972,145.03351,43.0,361000.0
18457,3,11.7,382.0,2.0,2.0,151.0,-37.88304,145.0969,18.0,960000.0
18465,3,6.7,227.0,1.0,0.0,102.0,-37.752959999999995,144.95967,98.0,900000.0
18466,1,2.0,0.0,1.0,0.0,46.0,-37.795970000000004,144.99108,58.0,365000.0
18468,2,20.6,38.0,1.0,1.0,114.0,-37.574670000000005,144.92229,5.0,310000.0
18471,3,23.0,396.0,1.0,1.0,120.0,-37.79486,145.28673999999998,68.0,662000.0
18483,3,18.0,543.0,2.0,2.0,153.0,-37.7143,144.77096,23.0,560000.0
18485,3,22.2,251.0,2.0,2.0,185.0,-37.98146,145.11715,20.0,802000.0
18486,3,22.2,801.0,2.0,4.0,150.0,-37.98596,145.13187,38.0,800000.0
18487,4,22.2,676.0,2.0,2.0,181.0,-37.97936,145.13302,43.0,854000.0
18491,3,16.1,239.0,2.0,2.0,187.0,-37.77323,145.18028999999999,11.0,920000.0
18492,3,16.1,720.0,1.0,2.0,116.0,-37.803490000000004,145.19666,58.0,904000.0
18494,3,8.9,598.0,1.0,2.0,116.0,-37.76093,145.056,63.0,1440000.0
18497,4,18.0,791.0,3.0,2.0,230.0,-37.712959999999995,145.13773,44.0,1054000.0
18498,4,28.5,669.0,2.0,2.0,165.0,-37.964659999999995,145.27006,38.0,625000.0
18499,3,19.6,524.0,1.0,2.0,155.0,-37.64273,145.03751,48.0,600000.0
18502,3,19.6,388.0,2.0,2.0,127.0,-37.628640000000004,145.02265,6.0,630000.0
18503,4,19.6,631.0,3.0,3.0,355.0,-37.6246,145.01686,9.0,1012000.0
18504,4,19.6,548.0,2.0,2.0,110.0,-37.64386,145.04817,33.0,565000.0
18505,2,7.5,0.0,1.0,1.0,62.0,-37.7494,144.92096,38.0,502500.0
18509,3,7.5,585.0,2.0,1.0,198.0,-37.75374,144.88932,68.0,1410000.0
18511,4,24.8,1014.0,2.0,4.0,280.0,-37.881890000000006,145.29148,58.0,748888.0
18512,4,24.8,738.0,2.0,1.0,148.0,-37.89863,145.26708,33.0,850000.0
18514,1,2.1,0.0,1.0,1.0,57.0,-37.80348,144.98256999999998,5.0,490000.0
18520,2,5.1,0.0,1.0,1.0,73.0,-37.797109999999996,144.88825,48.0,395000.0
18521,2,5.1,318.0,1.0,1.0,106.0,-37.79529,144.88453,108.0,991000.0
18524,4,15.4,294.0,2.0,2.0,194.0,-37.85156,145.16923,8.0,945000.0
18525,2,15.4,581.0,1.0,1.0,116.4,-37.84207,145.17795,48.0,1020000.0
18529,3,38.0,578.0,1.0,4.0,123.0,-38.13743,145.16702,34.0,506000.0
18530,4,38.0,622.0,1.0,1.0,163.0,-38.16146,145.12997,58.0,755000.0
18532,3,45.9,412.0,1.0,1.0,103.0,-37.49175,144.59565,68.0,426000.0
18534,2,7.3,0.0,1.0,1.0,77.0,-37.85145,145.09107,58.0,540000.0
18536,2,16.7,229.0,1.0,1.0,101.0,-37.876059999999995,145.15951,28.0,960000.0
18537,5,16.7,701.0,2.0,2.0,182.85,-37.88902,145.16678000000002,58.0,1116500.0
18542,2,16.1,240.0,1.0,1.0,79.0,-37.712540000000004,145.09705,53.0,585000.0
18544,4,16.1,626.0,2.0,2.0,169.0,-37.70859,145.10464,58.0,800000.0
18546,3,16.1,653.0,2.0,1.0,130.0,-37.71846,145.09689,48.0,896000.0
18555,3,5.3,5259.0,2.0,1.0,119.0,-37.81442,145.01531,18.0,1150000.0
18556,3,5.3,109.0,2.0,1.0,109.5,-37.81442,145.01531,19.0,1100000.0
18560,2,21.3,0.0,1.0,1.0,80.0,-37.82118,145.24138,38.0,525000.0
18562,2,8.8,140.0,1.0,1.0,107.0,-37.74835,145.05042,5.0,650000.0
18563,2,8.8,498.0,1.0,2.0,75.0,-37.737590000000004,145.04236,63.0,580000.0
18567,3,18.4,578.0,2.0,4.0,129.7,-37.873259999999995,144.69103,46.0,536500.0
18575,4,15.5,815.0,2.0,3.0,198.0,-37.71757,144.81328,18.0,705000.0
18576,4,15.5,757.0,2.0,2.0,152.0,-37.72483,144.8143,38.0,590000.0
18577,3,11.7,313.0,2.0,1.0,140.0,-37.74214,144.86965,58.0,920000.0
18578,4,11.7,500.0,4.0,2.0,267.0,-37.73573,144.87531,7.0,1100000.0
18579,3,11.7,575.0,1.0,2.0,138.0,-37.743159999999996,144.87894,48.0,840000.0
18582,2,3.4,0.0,2.0,1.0,110.0,-37.79013,144.92359,20.0,535000.0
18583,3,5.4,151.0,2.0,2.0,103.0,-37.80509,145.05572,58.0,1080000.0
18585,4,25.2,384.0,1.0,2.0,131.0,-37.993179999999995,145.15939,43.0,575000.0
18595,3,6.4,545.0,1.0,4.0,116.0,-37.785709999999995,144.87346000000002,78.0,930000.0
18596,2,6.4,279.0,2.0,1.0,104.0,-37.78799,144.87515,5.0,650000.0
18597,3,6.4,189.0,2.0,2.0,131.0,-37.78606,144.87205,18.0,702000.0
18601,2,4.3,0.0,1.0,2.0,93.0,-37.77117,144.88041,15.0,440000.0
18602,3,17.4,631.0,1.0,1.0,111.0,-37.66004,144.92338,58.0,520000.0
18605,3,17.4,798.0,1.0,2.0,128.0,-37.65384,144.92272,33.0,520000.0
18606,4,17.4,653.0,3.0,0.0,122.0,-37.65155,144.91912,33.0,515000.0
18608,2,0.0,0.0,1.0,0.0,47.0,-37.81301,144.96923999999999,7.0,387000.0
18610,3,29.8,580.0,1.0,1.0,116.0,-37.70153,144.57243,43.0,336000.0
18611,4,29.8,655.0,2.0,3.0,142.0,-37.695479999999996,144.56775,43.0,426000.0
18615,3,17.9,840.0,1.0,4.0,125.0,-37.66919,145.06798999999998,38.0,775500.0
18616,3,17.9,615.0,2.0,2.0,132.0,-37.67519,145.06201000000001,36.0,726000.0
18617,4,17.9,666.0,1.0,2.0,123.0,-37.67626,145.0659,33.0,710000.0
18619,3,16.2,260.0,2.0,2.0,157.0,-37.72394,145.12456,8.0,820000.0
18623,4,6.2,388.0,2.0,2.0,151.0,-37.7685,144.91103,128.0,1425000.0
18624,3,14.3,280.0,2.0,2.0,109.0,-37.941109999999995,145.0431,33.0,935000.0
18634,5,14.2,729.0,5.0,2.0,398.0,-37.86582,145.14824,2.0,2248000.0
18635,3,14.2,743.0,1.0,2.0,148.47,-37.8958,145.11969,58.0,1260000.0
18638,5,18.8,731.0,2.0,1.0,130.0,-37.9298,145.16523999999998,53.0,960000.0
18643,3,10.1,137.0,2.0,1.0,137.0,-37.887,145.07303000000002,24.0,956000.0
18645,3,34.1,688.0,2.0,2.0,121.0,-38.037,145.30862,28.0,605000.0
18648,4,10.4,558.0,1.0,2.0,148.0,-37.73834,144.88197,48.0,950000.0
18653,2,1.8,0.0,1.0,1.0,53.0,-37.8044,144.95657,14.0,541000.0
18655,3,5.3,258.0,2.0,0.0,124.0,-37.76788,144.98621,98.0,1307500.0
18660,4,16.7,727.0,3.0,3.0,167.0,-37.907790000000006,145.15042,48.0,1211000.0
18665,4,12.3,592.0,2.0,2.0,193.0,-37.90821,145.09313999999998,68.0,1610000.0
18667,2,12.3,622.0,1.0,3.0,122.0,-37.90168,145.11081000000001,48.0,1150000.0
18672,4,47.3,553.0,2.0,2.0,553.0,-38.08699,145.48273,13.0,435000.0
18673,3,21.5,0.0,2.0,2.0,131.0,-37.99577,145.07215,5.0,1190000.0
18675,1,21.5,80.0,1.0,1.0,88.0,-37.99825,145.08696,11.0,503750.0
18681,4,14.7,540.0,2.0,2.0,531.0,-37.90715,144.76527,6.0,690000.0
18682,4,14.7,416.0,2.0,2.0,182.9,-37.892790000000005,144.73158,12.0,596000.0
18683,4,14.7,448.0,2.0,2.0,190.0,-37.8914,144.72014,6.0,698000.0
18687,2,4.6,0.0,1.0,1.0,78.0,-37.85924,145.00563,58.0,500000.0
18696,3,12.0,743.0,1.0,2.0,115.0,-37.70964,145.0171,48.0,953000.0
18697,2,12.0,0.0,1.0,1.0,81.0,-37.72919,145.00533000000001,6.0,468000.0
18698,2,12.0,126.0,2.0,1.0,138.0,-37.72357,144.98561999999998,5.0,710000.0
18703,2,12.0,230.0,1.0,2.0,69.0,-37.709,145.02014,3.0,502000.0
18708,2,2.4,0.0,2.0,2.0,89.0,-37.82201,145.0104,10.0,800000.0
18710,3,21.3,314.0,1.0,2.0,88.0,-37.81953,145.24907,29.0,710000.0
18714,3,23.5,721.0,2.0,1.0,143.0,-37.91713,145.24706,34.0,735000.0
18716,3,23.5,551.0,2.0,2.0,178.0,-37.94266,145.24662,15.0,755000.0
18717,3,20.6,640.0,2.0,2.0,156.0,-37.63799,144.92924,24.0,537000.0
18718,2,35.4,150.0,1.0,1.0,106.0,-38.12477,145.13668,48.0,386000.0
18719,4,35.4,611.0,2.0,4.0,184.75,-38.10226,145.14459,38.0,763000.0
18721,4,35.4,542.0,2.0,3.0,170.0,-38.11161,145.15011,48.0,768000.0
18722,3,1.9,216.0,2.0,2.0,193.74,-37.83863,144.96208000000001,158.0,2800000.0
18724,2,20.5,305.0,1.0,1.0,131.0,-37.6522,145.09261,19.0,345000.0
18725,2,2.7,0.0,1.0,1.0,73.0,-37.83613,144.99661,13.0,666000.0
18731,2,14.0,419.0,1.0,2.0,135.0,-37.7398,144.80348,43.0,610000.0
18733,3,14.0,606.0,1.0,1.0,130.0,-37.73789,144.78734,53.0,550000.0
